Part Number,technical_classification,Family,Deduced CatS?
202-0112-Z-001,Aluminum Electrolytic Capacitor - Radial Type,61Q,FALSE
ST437-144-012,Cable Terminal-Splices-Cable Lugs,55A,FALSE
701-0533,Cable Terminal-Splices-Cable Lugs,55A,FALSE
ST437-100-051,Cable Terminal-Splices-Cable Lugs,55A,FALSE
701-4815,Cable Terminal-Splices-Cable Lugs,55A,FALSE
701-0526,Cable Terminal-Splices-Cable Lugs,55A,FALSE
ST437-144-315,Cable Terminal-Splices-Cable Lugs,55A,FALSE
701-3067,Cable Terminal-Splices-Cable Lugs,55A,FALSE
727-0103,Cable Terminal-Splices-Cable Lugs,55A,FALSE
701-3332,Cable Terminal-Splices-Cable Lugs,55A,FALSE
701-3482,Cable Terminal-Splices-Cable Lugs,55A,FALSE
701-3443,Cable Terminal-Splices-Cable Lugs,55A,FALSE
701-3486,Cable Terminal-Splices-Cable Lugs,55A,FALSE
715-3084,Cable Terminal-Splices-Cable Lugs,55A,FALSE
701-0121,Cable Terminal-Splices-Cable Lugs,55A,FALSE
701-0405,Cable Terminal-Splices-Cable Lugs,55A,FALSE
ST437-134-021,Cable Terminal-Splices-Cable Lugs,55A,FALSE
701-3530,Cable Terminal-Splices-Cable Lugs,55A,FALSE
740-0008,Cable Terminal-Splices-Cable Lugs,55A,FALSE
HUA45575,Relays for Printed Circuit Boards,62G,FALSE
TME07611,Cylindrical Connectors,63C,FALSE
TME06443,Diodes Modules and Bridges,60D,FALSE
HUA33598,Buzzer/Siren,14U,FALSE
SZ1MR1003,Network-Array Resistor,61E,FALSE
1RES005181,Network-Array Resistor,61E,FALSE
HUA25290,Network-Array Resistor,61E,FALSE
HUA28541,Network-Array Resistor,61E,FALSE
1RES012935,Network-Array Resistor,61E,FALSE
1RES006488,Network-Array Resistor,61E,FALSE
145-1472,Film/Composition/Miscellaneous Resistor,61A,FALSE
TME07735,Standard PCB Mountable Transformers,66Y,FALSE
TME11739,Board to Wire or Wire Connectors,63M,FALSE
1RES012718,Network-Array Resistor,61E,FALSE
SZ1MR1002,Network-Array Resistor,61E,FALSE
1RES012934,Network-Array Resistor,61E,FALSE
1RES012717,Network-Array Resistor,61E,FALSE
HUA30922,Network-Array Resistor,61E,FALSE
1RES006484,Network-Array Resistor,61E,FALSE
HUA28543,Network-Array Resistor,61E,FALSE
HUA28544,Network-Array Resistor,61E,FALSE
HUA30923,Network-Array Resistor,61E,FALSE
HUA28546,Network-Array Resistor,61E,FALSE
1RES006486,Network-Array Resistor,61E,FALSE
HUA18991,Network-Array Resistor,61E,FALSE
TME06455,Cylindrical Connectors,63C,FALSE
TME12013,Small Signal Discrete - Protection (ESD-TVS),3U4,FALSE
715-0035-Z-002,,63M,TRUE
1RES006483,Network-Array Resistor,61E,FALSE
1RES009321,Network-Array Resistor,61E,FALSE
340-9056-Z,Silicon Power Diodes,59A,FALSE
1RES012936,Network-Array Resistor,61E,FALSE
340-9055-Z,Silicon Power Diodes,59A,FALSE
HUA29235,Network-Array Resistor,61E,FALSE
HUA28540,Network-Array Resistor,61E,FALSE
SZ1MR1004,Network-Array Resistor,61E,FALSE
340-9050,Silicon Power Diodes,59A,FALSE
1RES012937,Network-Array Resistor,61E,FALSE
340-0125-Z,Silicon Power Diodes,59A,FALSE
1RES003397,Network-Array Resistor,61E,FALSE
340-0124-Z,Silicon Power Diodes,59A,FALSE
HUA44129,Network-Array Resistor,61E,FALSE
340-0123-Z,Silicon Power Diodes,59A,FALSE
HUA40847,Network-Array Resistor,61E,FALSE
340-0122-Z,Silicon Power Diodes,59A,FALSE
HUA17485,Network-Array Resistor,61E,FALSE
340-0120,Diodes Modules and Bridges,60D,FALSE
SZ1MR1007,Network-Array Resistor,61E,FALSE
SZ1MR1012,Network-Array Resistor,61E,FALSE
1RES006908,Network-Array Resistor,61E,FALSE
SZ1MR1014,Network-Array Resistor,61E,FALSE
1RES004250,Network-Array Resistor,61E,FALSE
1RES000365,Network-Array Resistor,61E,FALSE
340-0108-Z,Silicon Power Diodes,59A,FALSE
HUA10467,Network-Array Resistor,61E,FALSE
340-0107-Z,Silicon Power Diodes,59A,FALSE
HUA20935,Network-Array Resistor,61E,FALSE
HUA23066,Network-Array Resistor,61E,FALSE
1RES006490,Network-Array Resistor,61E,FALSE
HUA44127,Network-Array Resistor,61E,FALSE
339-0115-Z,Small Signal Diode - Rectifier,55J,FALSE
HUA21216,Network-Array Resistor,61E,FALSE
339-0113-Z,Small Signal Diode - Rectifier,55J,FALSE
1RES012716,Network-Array Resistor,61E,FALSE
339-0112-Z,Silicon Power Diodes,59A,FALSE
1RES006482,Network-Array Resistor,61E,FALSE
1RES006544,Network-Array Resistor,61E,FALSE
HUA28545,Network-Array Resistor,61E,FALSE
1RES006485,Network-Array Resistor,61E,FALSE
1RES006605,Network-Array Resistor,61E,FALSE
HUA28542,Network-Array Resistor,61E,FALSE
1RES006487,Network-Array Resistor,61E,FALSE
1RES001285,Network-Array Resistor,61E,FALSE
1RES002202,Network-Array Resistor,61E,FALSE
1RES000630,Network-Array Resistor,61E,FALSE
SZ1MR1013,Network-Array Resistor,61E,FALSE
SZ1MR1010,Network-Array Resistor,61E,FALSE
1RES003287,Network-Array Resistor,61E,FALSE
SZ1MR1006,Network-Array Resistor,61E,FALSE
HUA17479,Network-Array Resistor,61E,FALSE
SZ1MR1009,Network-Array Resistor,61E,FALSE
1RES003797,Network-Array Resistor,61E,FALSE
1RES005432,Network-Array Resistor,61E,FALSE
HUA44128,Network-Array Resistor,61E,FALSE
1RES007597,Network-Array Resistor,61E,FALSE
HUA44130,Network-Array Resistor,61E,FALSE
325-4056-Z-001,IGBT Modules,60F,FALSE
HUA44135,Wirewound Resistor,61C,FALSE
TME07591,Standard and Specialty Logic ICs,60H,FALSE
TME09784,MCU - Microcontrollers Simple,3N2,FALSE
TME06805,Film/Composition/Miscellaneous Resistor,61A,FALSE
TME11928,Small Signal Discrete-Bipolar Transistor,3U1,FALSE
325-3803-Z,Power MOSFET,3U6,FALSE
325-3713-Z-001,Power MOSFET,3U6,FALSE
TME07733,Standard PCB Mountable Transformers,66Y,FALSE
325-3713-Z,Power MOSFET,3U6,FALSE
TME11043,Linear Voltage Regulator,3T2,FALSE
325-0071-Z,Power MOSFET,3U6,FALSE
770-8390-Z,,69N,TRUE
ST437-136-002,Cable Terminal-Splices-Cable Lugs,55A,FALSE
HUA42904,Hall Effect Current Sensors,68L,FALSE
325-0060-Z,Power MOSFET,3U6,FALSE
TME11810,Hall Effect Current Sensors,68L,FALSE
325-0059,Power MOSFET,3U6,FALSE
TME09571,Standard PCB Mountable Inductors,62L,FALSE
325-0055,Power MOSFET,3U6,FALSE
325-0054,Power MOSFET,3U6,FALSE
HUA46841,Film/Composition/Miscellaneous Resistor,61A,FALSE
325-0052,Power MOSFET,3U6,FALSE
TME00175,Crystal,60Y,FALSE
325-0051,Power MOSFET,3U6,FALSE
325-0050-Z,Power MOSFET,3U6,FALSE
29231102GY,Wirewound Resistor,61C,FALSE
325-0047,Power MOSFET,3U6,FALSE
TME10035,Linear Voltage Regulator,3T2,FALSE
P0186JT,Film/Composition/Miscellaneous Resistor,61A,FALSE
P0188NE,Film/Composition/Miscellaneous Resistor,61A,FALSE
P0189MY,Film/Composition/Miscellaneous Resistor,61A,FALSE
P0185YR,Film/Composition/Miscellaneous Resistor,61A,FALSE
P0213NW,MCU - Microcontrollers Simple,3N2,FALSE
P0178MF,Cylindrical Connectors,63C,FALSE
P0178RB,Cylindrical Connectors,63C,FALSE
P0178NW,Cylindrical Connectors,63C,FALSE
317410700,Other Wired Communications  (USB-KNX-Lonworks-Others),69W,FALSE
P0178PE,Cylindrical Connectors,63C,FALSE
P0178PG,Cylindrical Connectors,63C,FALSE
312057040,Polymer Aluminium Capacitor,61T,FALSE
P0178NV,Cylindrical Connectors,63C,FALSE
P0178PD,Cylindrical Connectors,63C,FALSE
P0178PF,Cylindrical Connectors,63C,FALSE
P0178CD,Cylindrical Connectors,63C,FALSE
312056120,Aluminum Electrolytic Capacitor - Radial Type,61Q,FALSE
P0178AL,Cylindrical Connectors,63C,FALSE
312055890,Ceramic Capacitor Mid and High Voltage >=100VDC,61B,FALSE
P0178AP,Cylindrical Connectors,63C,FALSE
312055880,Ceramic Capacitor General Purpose Voltage <100VDC,61M,FALSE
P0178BS,Cylindrical Connectors,63C,FALSE
312055870,Ceramic Capacitor General Purpose Voltage <100VDC,61M,FALSE
P0177WM,Cylindrical Connectors,63C,FALSE
TME09059,Wirewound Resistor,61C,FALSE
HUA40324,Terminal Blocks for Printed Circuit Boards,63K,FALSE
HUA25127,Supply Voltage Supervisors,69Y,FALSE
HUA45367,MCU - Microcontrollers Simple,3N2,FALSE
1NTC004180,,3T9,TRUE
311-0019-Z,Power MOSFET,3U6,FALSE
TME05565,Voltage References,55N,FALSE
311-0018-Z,Power MOSFET,3U6,FALSE
TME10128,Terminal Blocks for Printed Circuit Boards,63K,FALSE
311-0017,Small Signal MOSFET,3U2,FALSE
TME09865,Wirewound Resistor,61C,FALSE
HUA22164,Crystal,60Y,FALSE
311-0014-Z,Small Signal MOSFET,3U2,FALSE
TME09868,SCR Discrete,3U7,FALSE
311-0013-Z,Small Signal MOSFET,3U2,FALSE
P0188NS,Film/Composition/Miscellaneous Resistor,61A,FALSE
P0188PY,Film/Composition/Miscellaneous Resistor,61A,FALSE
311-0012-Z,Small Signal MOSFET,3U2,FALSE
P0185BY,Film/Composition/Miscellaneous Resistor,61A,FALSE
P0185PA,Film/Composition/Miscellaneous Resistor,61A,FALSE
311-0011,Small Signal MOSFET,3U2,FALSE
P0185PP,Film/Composition/Miscellaneous Resistor,61A,FALSE
P0161LS,NOR Flash,3W4,FALSE
P0177ZB,Cylindrical Connectors,63C,FALSE
P0177ZC,Cylindrical Connectors,63C,FALSE
P0178ME,Cylindrical Connectors,63C,FALSE
P0178PR,Cylindrical Connectors,63C,FALSE
P0178QM,Cylindrical Connectors,63C,FALSE
P0177GC,Cylindrical Connectors,63C,FALSE
P0152LK,LCD Mono,69J,FALSE
HUA47023,Crystal,60Y,FALSE
283-0R47,Aluminum Electrolytic Capacitor - SMD Type,61I,FALSE
TME09268,Fuse Accessories,62Y,FALSE
TME08965,Small Signal Discrete - Protection (ESD-TVS),3U4,FALSE
283-04R7-Z,Aluminum Electrolytic Capacitor - SMD Type,61I,FALSE
TME05648,Power Film Capacitor-Lead Type (Lead Space >= 15mm),61H,FALSE
HUA16531,Crystal,60Y,FALSE
283-0470-Z,Aluminum Electrolytic Capacitor - SMD Type,61I,FALSE
283-0331-Z-001,Aluminum Electrolytic Capacitor - SMD Type,61I,FALSE
TME05871,Wirewound Resistor,61C,FALSE
283-0331-Z,Aluminum Electrolytic Capacitor - Radial Type,61Q,FALSE
29500000LM,,63Q,TRUE
TME09005,Film/Composition/Miscellaneous Resistor,61A,FALSE
TME09529,MOS / IGBT Drivers,3T5,FALSE
283-0330,Aluminum Electrolytic Capacitor - SMD Type,61I,FALSE
TME04619,Cylindrical Connectors,63C,FALSE
TME09983,Standard and Specialty Logic ICs,60H,FALSE
TME09603,Wire management accessories,54J,FALSE
369-0173-Z,,55K,TRUE
P0188FB,Film/Composition/Miscellaneous Resistor,61A,FALSE
P0188MY,Film/Composition/Miscellaneous Resistor,61A,FALSE
244-3100-Z,Polymer Aluminium Capacitor,61T,FALSE
P0188NB,Film/Composition/Miscellaneous Resistor,61A,FALSE
P0188TF,Film/Composition/Miscellaneous Resistor,61A,FALSE
244-2225,Tantalum Capacitor,61K,FALSE
P0188WY,Film/Composition/Miscellaneous Resistor,61A,FALSE
P0189BC,Film/Composition/Miscellaneous Resistor,61A,FALSE
P0200FP,Film/Composition/Miscellaneous Resistor,61A,FALSE
P0203CZ,Film/Composition/Miscellaneous Resistor,61A,FALSE
P0203KK,Film/Composition/Miscellaneous Resistor,61A,FALSE
P0185AH,Film/Composition/Miscellaneous Resistor,61A,FALSE
P0185RE,Film/Composition/Miscellaneous Resistor,61A,FALSE
P0185BZ,Film/Composition/Miscellaneous Resistor,61A,FALSE
P0203CN,Film/Composition/Miscellaneous Resistor,61A,FALSE
P0185AU,Film/Composition/Miscellaneous Resistor,61A,FALSE
P0186BB,Film/Composition/Miscellaneous Resistor,61A,FALSE
234-4472-Z,Signal Film Capacitor,61L,FALSE
P0188KA,Film/Composition/Miscellaneous Resistor,61A,FALSE
P0185AS,Film/Composition/Miscellaneous Resistor,61A,FALSE
TME10170,Voltage Comparators,55M,FALSE
TME09335,Standard PCB Mountable Inductors,62L,FALSE
26109-17130,Film/Composition/Miscellaneous Resistor,61A,FALSE
26109-12010,Film/Composition/Miscellaneous Resistor,61A,FALSE
TME07142,Hall Effect Current Sensors,68L,FALSE
TME10074,Terminal Blocks for Printed Circuit Boards,63K,FALSE
719-0132-Z,,63C,TRUE
232-0105-Z-01,Signal Film Capacitor,61L,FALSE
HUA33693,Other Non-Volatile Memories,3W7,FALSE
TME07934,Film/Composition/Miscellaneous Resistor,61A,FALSE
232-0105-Z,Signal Film Capacitor,61L,FALSE
TME08917,Small Signal Discrete - Protection (ESD-TVS),3U4,FALSE
232-0105-01,Signal Film Capacitor,61L,FALSE
HUA22165,Crystal,60Y,FALSE
232-0105-003,Signal Film Capacitor,61L,FALSE
HUA15724,Film/Composition/Miscellaneous Resistor,61A,FALSE
TME09656,Cable Terminal-Splices-Cable Lugs,55A,FALSE
232-0105,Signal Film Capacitor,61L,FALSE
VERAS019X1AN,Small Fans for Consumer Diameter <=200mm,64Q,FALSE
232-0104-Z-005,Signal Film Capacitor,61L,FALSE
TME09604,Wire management accessories,54J,FALSE
232-0104-Z-004,Signal Film Capacitor,61L,FALSE
HUA39445,SCR Discrete,3U7,FALSE
TME10030,Cylindrical Connectors,63C,FALSE
P0185BH,Film/Composition/Miscellaneous Resistor,61A,FALSE
P0185BT,Film/Composition/Miscellaneous Resistor,61A,FALSE
225-5102-Z,Ceramic Capacitor General Purpose Voltage <100VDC,61M,FALSE
P0185CN,Film/Composition/Miscellaneous Resistor,61A,FALSE
P0185MK,Film/Composition/Miscellaneous Resistor,61A,FALSE
P0185PW,Film/Composition/Miscellaneous Resistor,61A,FALSE
P0185SM,Film/Composition/Miscellaneous Resistor,61A,FALSE
225-4101-Z,Ceramic Capacitor Mid and High Voltage >=100VDC,61B,FALSE
P0185SX,Film/Composition/Miscellaneous Resistor,61A,FALSE
225-3473-Z,Ceramic Capacitor General Purpose Voltage <100VDC,61M,FALSE
P0185TS,Film/Composition/Miscellaneous Resistor,61A,FALSE
225-3471-Z,Ceramic Capacitor General Purpose Voltage <100VDC,61M,FALSE
TME08459,Film/Composition/Miscellaneous Resistor,61A,FALSE
225-3224-Z,Ceramic Capacitor General Purpose Voltage <100VDC,61M,FALSE
TME08458,Film/Composition/Miscellaneous Resistor,61A,FALSE
TME08460,Film/Composition/Miscellaneous Resistor,61A,FALSE
223-2103-Z-001,Ceramic Capacitor Mid and High Voltage >=100VDC,61B,FALSE
P0185MW,Film/Composition/Miscellaneous Resistor,61A,FALSE
P0187PU,Film/Composition/Miscellaneous Resistor,61A,FALSE
223-2103-001,Ceramic Capacitor Mid and High Voltage >=100VDC,61B,FALSE
P0188EM,Film/Composition/Miscellaneous Resistor,61A,FALSE
223-2103,Ceramic Capacitor Mid and High Voltage >=100VDC,61B,FALSE
P0188KM,Film/Composition/Miscellaneous Resistor,61A,FALSE
223-2102-Z,Ceramic Capacitor Mid and High Voltage >=100VDC,61B,FALSE
P0188LL,Film/Composition/Miscellaneous Resistor,61A,FALSE
223-1474-Z,Ceramic Capacitor General Purpose Voltage <100VDC,61M,FALSE
TME05873,Power Film Capacitor-Lead Type (Lead Space >= 15mm),61H,FALSE
223-1471-Z,Ceramic Capacitor General Purpose Voltage <100VDC,61M,FALSE
HUA31527,Wirewound Resistor,61C,FALSE
223-1331,Ceramic Capacitor Mid and High Voltage >=100VDC,61B,FALSE
HUA44761,FPGA Volatile,3N9,FALSE
TME08816,Film/Composition/Miscellaneous Resistor,61A,FALSE
TME08817,Film/Composition/Miscellaneous Resistor,61A,FALSE
223-1105-Z,Ceramic Capacitor General Purpose Voltage <100VDC,61M,FALSE
311064270,Film/Composition/Miscellaneous Resistor,61A,FALSE
29225306AA,Film/Composition/Miscellaneous Resistor,61A,FALSE
TME03017,Terminal Blocks for Printed Circuit Boards,63K,FALSE
219-0332,Ceramic Capacitor General Purpose Voltage <100VDC,61M,FALSE
TME03018,Terminal Blocks for Printed Circuit Boards,63K,FALSE
ELCRES0797,,61A,TRUE
511-0040-Z,Electrical Fuses,62V,FALSE
219-0104,Ceramic Capacitor General Purpose Voltage <100VDC,61M,FALSE
42113978,Film/Composition/Miscellaneous Resistor,61A,FALSE
219-0103,Ceramic Capacitor General Purpose Voltage <100VDC,61M,FALSE
42113983,Film/Composition/Miscellaneous Resistor,61A,FALSE
219-0102,Ceramic Capacitor General Purpose Voltage <100VDC,61M,FALSE
HUA42078,Crystal Oscillator,67K,FALSE
HUA40422,Crystal Oscillator,67K,FALSE
319-0057-Z,Small Signal Discrete-Bipolar Transistor,3U1,FALSE
205-0151,Aluminum Electrolytic Capacitor - Radial Type,61Q,FALSE
203-4470,Aluminum Electrolytic Capacitor - Radial Type,61Q,FALSE
TME10159,Board to Wire or Wire Connectors,63M,FALSE
3374856,Electrical Fuses,62V,FALSE
HUA24245,Crystal Oscillator,67K,FALSE
P0186CM,Film/Composition/Miscellaneous Resistor,61A,FALSE
P0186GM,Film/Composition/Miscellaneous Resistor,61A,FALSE
203-4331-Z-001,Aluminum Electrolytic Capacitor - Radial Type,61Q,FALSE
P0185DQ,Film/Composition/Miscellaneous Resistor,61A,FALSE
203-4331-Z,Aluminum Electrolytic Capacitor - Radial Type,61Q,FALSE
P0188PT,Film/Composition/Miscellaneous Resistor,61A,FALSE
203-4221,Aluminum Electrolytic Capacitor - Radial Type,61Q,FALSE
P0189AT,Film/Composition/Miscellaneous Resistor,61A,FALSE
203-4220,Aluminum Electrolytic Capacitor - Radial Type,61Q,FALSE
P0189KK,Film/Composition/Miscellaneous Resistor,61A,FALSE
203-41U0,Aluminum Electrolytic Capacitor - Radial Type,61Q,FALSE
P0189KZ,Film/Composition/Miscellaneous Resistor,61A,FALSE
HUA43076,MOS / IGBT Drivers,3T5,FALSE
HUA34483,Power Management IC (PMIC),3T1,FALSE
203-34R7-Z,Aluminum Electrolytic Capacitor - Radial Type,61Q,FALSE
HUA32749,Power Management IC (PMIC),3T1,FALSE
203-3472,Aluminum Electrolytic Capacitor - Radial Type,61Q,FALSE
HUA36059,Power Management IC (PMIC),3T1,FALSE
203-3471-Z,Aluminum Electrolytic Capacitor - Radial Type,61Q,FALSE
HUA46980,Power Management IC (PMIC),3T1,FALSE
TME08239,Power Management IC (PMIC),3T1,FALSE
203-3391-Z,Aluminum Electrolytic Capacitor - Radial Type,61Q,FALSE
HUA42245,Power Management IC (PMIC),3T1,FALSE
TME03511,Power Management IC (PMIC),3T1,FALSE
203-3331-Z,Aluminum Electrolytic Capacitor - Radial Type,61Q,FALSE
HUA35455,Power Management IC (PMIC),3T1,FALSE
203-3330,Aluminum Electrolytic Capacitor - Radial Type,61Q,FALSE
HUA40915,Power Management IC (PMIC),3T1,FALSE
203-3222-Z,Aluminum Electrolytic Capacitor - Radial Type,61Q,FALSE
TME09347,Interfaces RS232-RS485-RS422-LVDS,3T7,FALSE
203-2331-Z,Aluminum Electrolytic Capacitor - Radial Type,61Q,FALSE
TME09220,MOS / IGBT Drivers,3T5,FALSE
HUA30123,Small Signal Discrete-Bipolar Transistor,3U1,FALSE
HUA23051,Crystal,60Y,FALSE
HUA23953,Crystal,60Y,FALSE
203-2221-Z,Aluminum Electrolytic Capacitor - Radial Type,61Q,FALSE
HUA28303,Small Signal Discrete - Protection (ESD-TVS),3U4,FALSE
TME09550,Standard and Specialty Logic ICs,60H,FALSE
450-2150A-Z-004,,59K,TRUE
203-2182-Z,Aluminum Electrolytic Capacitor - Radial Type,61Q,FALSE
TME09330,Film/Composition/Miscellaneous Resistor,61A,FALSE
203-2181-Z-02,Aluminum Electrolytic Capacitor - Radial Type,61Q,FALSE
ELCCAP0394,,61K,TRUE
203-2181-02,Aluminum Electrolytic Capacitor - Radial Type,61Q,FALSE
HUA21227,Crystal,60Y,FALSE
TME09383,Linear Voltage Regulator,3T2,FALSE
P0189MS,Film/Composition/Miscellaneous Resistor,61A,FALSE
P0189PL,Film/Composition/Miscellaneous Resistor,61A,FALSE
203-1331,Aluminum Electrolytic Capacitor - Radial Type,61Q,FALSE
P0203ER,Film/Composition/Miscellaneous Resistor,61A,FALSE
203-1330,Aluminum Electrolytic Capacitor - Radial Type,61Q,FALSE
P0203ET,Film/Composition/Miscellaneous Resistor,61A,FALSE
203-13101-Z,Aluminum Electrolytic Capacitor - Radial Type,61Q,FALSE
P0203KF,Film/Composition/Miscellaneous Resistor,61A,FALSE
P0185TM,Film/Composition/Miscellaneous Resistor,61A,FALSE
P0185YY,Film/Composition/Miscellaneous Resistor,61A,FALSE
HUA44772,Film/Composition/Miscellaneous Resistor,61A,FALSE
203-1222-Z,Aluminum Electrolytic Capacitor - Radial Type,61Q,FALSE
HUA19782,Crystal,60Y,FALSE
TME09301,Cylindrical Connectors,63C,FALSE
RF0005,Film/Composition/Miscellaneous Resistor,61A,FALSE
TME09881,MOS / IGBT Drivers,3T5,FALSE
TME06886,Power Driver / Switch,69T,FALSE
TME01384,Hall Effect Current Sensors,68L,FALSE
203-0470-Z-003,Aluminum Electrolytic Capacitor - Radial Type,61Q,FALSE
P0186FX,Film/Composition/Miscellaneous Resistor,61A,FALSE
203-0470-Z-002,Aluminum Electrolytic Capacitor - Radial Type,61Q,FALSE
P0186LM,Film/Composition/Miscellaneous Resistor,61A,FALSE
P0185AG,Film/Composition/Miscellaneous Resistor,61A,FALSE
203-0470-Z,Aluminum Electrolytic Capacitor - Radial Type,61Q,FALSE
P0185KD,Film/Composition/Miscellaneous Resistor,61A,FALSE
P0185LM,Film/Composition/Miscellaneous Resistor,61A,FALSE
P0185MT,Film/Composition/Miscellaneous Resistor,61A,FALSE
P0185NB,Film/Composition/Miscellaneous Resistor,61A,FALSE
202-5331-Z,Aluminum Electrolytic Capacitor - Snap In Type,61J,FALSE
P0185NT,Film/Composition/Miscellaneous Resistor,61A,FALSE
CZ17455312R,Wirewound Resistor,61C,FALSE
TME10190,Supply Voltage Supervisors,69Y,FALSE
202-5222,Aluminum Electrolytic Capacitor - Snap In Type,61J,FALSE
28050-50950,Standard Ferrites,67F,FALSE
202-5221,Aluminum Electrolytic Capacitor - Radial Type,61Q,FALSE
TME07380,Standard Ferrites,67F,FALSE
137-0007-Z,Film/Composition/Miscellaneous Resistor,61A,FALSE
TME01702,Terminal Blocks for Printed Circuit Boards,63K,FALSE
202-5102,Aluminum Electrolytic Capacitor - Radial Type,61Q,FALSE
TME09525,Cylindrical Connectors,63C,FALSE
429-0078-Z,Standard PCB Mountable Inductors,62L,FALSE
CZ17367212R,Wirewound Resistor,61C,FALSE
202-4472-Z,Aluminum Electrolytic Capacitor - Screw Type,61P,FALSE
P0185NZ,Film/Composition/Miscellaneous Resistor,61A,FALSE
202-2101-01,Aluminum Electrolytic Capacitor - Radial Type,61Q,FALSE
P0185PD,Film/Composition/Miscellaneous Resistor,61A,FALSE
202-2101,Aluminum Electrolytic Capacitor - Radial Type,61Q,FALSE
P0185SD,Film/Composition/Miscellaneous Resistor,61A,FALSE
202-2100-Z,Aluminum Electrolytic Capacitor - Radial Type,61Q,FALSE
P0185UL,Film/Composition/Miscellaneous Resistor,61A,FALSE
P0185UP,Film/Composition/Miscellaneous Resistor,61A,FALSE
P0185US,Film/Composition/Miscellaneous Resistor,61A,FALSE
